"","dim.1","dim.2"
"203",0.394194467618383,-0.178989237380557
"204",0.395809763109371,-0.206464944190421
"205",0.367758513726295,-0.385580707434823
"206",0.445111654463487,-0.198179736694827
"207",0.499868436417401,0.0108882844998408
"208",0.400597510487069,-0.242370743467731
"209",0.321666569706096,0.0031260749437474
"210",0.648561186752645,0.0313081460484024
"211",0.648168232533196,-0.199878464477159
"212",0.368855645445427,-0.0809167908828773
"213",0.159677829327867,0.0982114687618904
"214",0.475769250360385,0.00735444727153536
"215",0.324795438291092,-0.0629902073574011
"216",0.383221216387513,-0.104470496448079
"217",0.536412301597659,0.252720167186352
"218",0.525059280835466,0.0720471055167526
"219",0.594717914255692,-0.0288718169395272
"220",-0.0245390442535174,0.165578061039517
